title,url,time_published,summary,source,overall_sentiment_score,overall_sentiment_label,type,topic,topic_relevance_score,ticker,ticker_sentiment_score,ticker_sentiment_label
"S&P 500 Rallies On Best Day In 2 Months As Recession Fears Ease, Tesla Rockets, Bitcoin Hits $88,000: What's Driving Markets Monday? - Advanced Micro Devices  ( NASDAQ:AMD ) ",https://www.benzinga.com/government/regulations/25/03/44461884/sp-500-rallies-on-best-day-in-2-months-as-recession-fears-ease-tesla-rockets-bitcoin-hits-,20250324T170026,"Wall Street rallies as Trump's softened tariff stance and strong services data ease recession fears. S&P 500, Nasdaq and Russell 2000 notch best gains in months; Tesla soars nearly 10%. Pelosi's latest AI pick skyrocketed 169% in just one month.",Benzinga,0.261067,Somewhat-Bullish,ticker,,,IVZ,0.247951,Somewhat-Bullish
"S&P 500 Rallies On Best Day In 2 Months As Recession Fears Ease, Tesla Rockets, Bitcoin Hits $88,000: What's Driving Markets Monday? - Advanced Micro Devices  ( NASDAQ:AMD ) ",https://www.benzinga.com/government/regulations/25/03/44461884/sp-500-rallies-on-best-day-in-2-months-as-recession-fears-ease-tesla-rockets-bitcoin-hits-,20250324T170026,"Wall Street rallies as Trump's softened tariff stance and strong services data ease recession fears. S&P 500, Nasdaq and Russell 2000 notch best gains in months; Tesla soars nearly 10%. Pelosi's latest AI pick skyrocketed 169% in just one month.",Benzinga,0.261067,Somewhat-Bullish,ticker,,,STRK,0.081811,Neutral
"S&P 500 Rallies On Best Day In 2 Months As Recession Fears Ease, Tesla Rockets, Bitcoin Hits $88,000: What's Driving Markets Monday? - Advanced Micro Devices  ( NASDAQ:AMD ) ",https://www.benzinga.com/government/regulations/25/03/44461884/sp-500-rallies-on-best-day-in-2-months-as-recession-fears-ease-tesla-rockets-bitcoin-hits-,20250324T170026,"Wall Street rallies as Trump's softened tariff stance and strong services data ease recession fears. S&P 500, Nasdaq and Russell 2000 notch best gains in months; Tesla soars nearly 10%. Pelosi's latest AI pick skyrocketed 169% in just one month.",Benzinga,0.261067,Somewhat-Bullish,ticker,,,COIN,0.089473,Neutral
"S&P 500 Rallies On Best Day In 2 Months As Recession Fears Ease, Tesla Rockets, Bitcoin Hits $88,000: What's Driving Markets Monday? - Advanced Micro Devices  ( NASDAQ:AMD ) ",https://www.benzinga.com/government/regulations/25/03/44461884/sp-500-rallies-on-best-day-in-2-months-as-recession-fears-ease-tesla-rockets-bitcoin-hits-,20250324T170026,"Wall Street rallies as Trump's softened tariff stance and strong services data ease recession fears. S&P 500, Nasdaq and Russell 2000 notch best gains in months; Tesla soars nearly 10%. Pelosi's latest AI pick skyrocketed 169% in just one month.",Benzinga,0.261067,Somewhat-Bullish,ticker,,,DAL,-0.082095,Neutral
"S&P 500 Rallies On Best Day In 2 Months As Recession Fears Ease, Tesla Rockets, Bitcoin Hits $88,000: What's Driving Markets Monday? - Advanced Micro Devices  ( NASDAQ:AMD ) ",https://www.benzinga.com/government/regulations/25/03/44461884/sp-500-rallies-on-best-day-in-2-months-as-recession-fears-ease-tesla-rockets-bitcoin-hits-,20250324T170026,"Wall Street rallies as Trump's softened tariff stance and strong services data ease recession fears. S&P 500, Nasdaq and Russell 2000 notch best gains in months; Tesla soars nearly 10%. Pelosi's latest AI pick skyrocketed 169% in just one month.",Benzinga,0.261067,Somewhat-Bullish,ticker,,,FOREX:USD,0.146645,Neutral
"S&P 500 Rallies On Best Day In 2 Months As Recession Fears Ease, Tesla Rockets, Bitcoin Hits $88,000: What's Driving Markets Monday? - Advanced Micro Devices  ( NASDAQ:AMD ) ",https://www.benzinga.com/government/regulations/25/03/44461884/sp-500-rallies-on-best-day-in-2-months-as-recession-fears-ease-tesla-rockets-bitcoin-hits-,20250324T170026,"Wall Street rallies as Trump's softened tariff stance and strong services data ease recession fears. S&P 500, Nasdaq and Russell 2000 notch best gains in months; Tesla soars nearly 10%. Pelosi's latest AI pick skyrocketed 169% in just one month.",Benzinga,0.261067,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.089473,Neutral
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,topic,Economy - Monetary,1.0,,,
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,topic,Financial Markets,0.161647,,,
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,topic,Earnings,0.360215,,,
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,topic,Finance,1.0,,,
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,topic,Blockchain,0.983605,,,
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,ticker,,,COIN,0.220259,Somewhat-Bullish
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,ticker,,,FOREX:UYU,-0.00756,Neutral
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,ticker,,,FOREX:TRY,0.063811,Neutral
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,ticker,,,FOREX:USD,0.041072,Neutral
Bitcoin's role as an inflation hedge depends on where one lives - Analyst,https://cointelegraph.com/news/bitcoin-s-role-as-inflation-hedge-depends-on-where-one-lives-analyst,20250315T160000,"For years, inflation was primarily a concern for emerging markets, where volatile currencies and economic instability made rising prices a persistent challenge. However, in the wake of the COVID-19 pandemic, inflation became a global issue.",Cointelegraph,0.032251,Neutral,ticker,,,CRYPTO:BTC,0.056411,Neutral
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,topic,Financial Markets,0.161647,,,
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,topic,Manufacturing,0.5,,,
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,topic,Finance,0.5,,,
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,topic,Blockchain,0.999973,,,
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,NYT,-0.017674,Neutral
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,CRCW,0.227024,Somewhat-Bullish
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,COIN,0.120692,Neutral
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,BNXYF,0.21403,Somewhat-Bullish
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,FOREX:USD,0.161162,Somewhat-Bullish
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.405431,Bullish
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,CRYPTO:ETH,0.168289,Somewhat-Bullish
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,CRYPTO:SHIB,0.154816,Somewhat-Bullish
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,CRYPTO:AAVE,0.085311,Neutral
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,CRYPTO:DOGE,0.154816,Somewhat-Bullish
Trump's Crypto Plan: Which Cryptocurrency Sectors Are Hot -- and Which Are Not,https://www.fool.com/investing/2025/03/14/trumps-crypto-plan-which-cryptocurrency-sectors-ar/,20250314T175751,"The new year started off with considerable fanfare for the cryptocurrency market. Under President Donald Trump's crypto plan, America was going to become ""the crypto capital of the world."" That meant deregulating the crypto market, promoting innovative uses for blockchain technology within the ...",Motley Fool,0.288463,Somewhat-Bullish,ticker,,,CRYPTO:LINK,0.089511,Neutral
"Trump Plans to 'Rescind and Amend' IRS Crypto Tax Rules, Sign Stablecoin Bill By August",https://decrypt.co/309172/trump-rescind-irs-crypto-rules-sign-stablecoin-bill,20250307T230629,President Donald Trump detailed how the U.S. plans to assert crypto leadership leadership during a first-ever White House crypto summit.,Decrypt.co,0.237679,Somewhat-Bullish,topic,Finance,1.0,,,
"Trump Plans to 'Rescind and Amend' IRS Crypto Tax Rules, Sign Stablecoin Bill By August",https://decrypt.co/309172/trump-rescind-irs-crypto-rules-sign-stablecoin-bill,20250307T230629,President Donald Trump detailed how the U.S. plans to assert crypto leadership leadership during a first-ever White House crypto summit.,Decrypt.co,0.237679,Somewhat-Bullish,topic,Blockchain,0.682689,,,
"Trump Plans to 'Rescind and Amend' IRS Crypto Tax Rules, Sign Stablecoin Bill By August",https://decrypt.co/309172/trump-rescind-irs-crypto-rules-sign-stablecoin-bill,20250307T230629,President Donald Trump detailed how the U.S. plans to assert crypto leadership leadership during a first-ever White House crypto summit.,Decrypt.co,0.237679,Somewhat-Bullish,ticker,,,COIN,0.0,Neutral
"Trump Plans to 'Rescind and Amend' IRS Crypto Tax Rules, Sign Stablecoin Bill By August",https://decrypt.co/309172/trump-rescind-irs-crypto-rules-sign-stablecoin-bill,20250307T230629,President Donald Trump detailed how the U.S. plans to assert crypto leadership leadership during a first-ever White House crypto summit.,Decrypt.co,0.237679,Somewhat-Bullish,ticker,,,FOREX:USD,0.0,Neutral
"Trump Plans to 'Rescind and Amend' IRS Crypto Tax Rules, Sign Stablecoin Bill By August",https://decrypt.co/309172/trump-rescind-irs-crypto-rules-sign-stablecoin-bill,20250307T230629,President Donald Trump detailed how the U.S. plans to assert crypto leadership leadership during a first-ever White House crypto summit.,Decrypt.co,0.237679,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.295858,Somewhat-Bullish
Bitwise makes first institutional DeFi allocation,https://cointelegraph.com/news/bitwise-makes-first-institutional-defi-allocation,20250306T163500,Onchain data from early March suggests Bitwise's allocation into Maple Finance's products topped $5 million.,Cointelegraph,0.340288,Somewhat-Bullish,topic,Finance,1.0,,,
Bitwise makes first institutional DeFi allocation,https://cointelegraph.com/news/bitwise-makes-first-institutional-defi-allocation,20250306T163500,Onchain data from early March suggests Bitwise's allocation into Maple Finance's products topped $5 million.,Cointelegraph,0.340288,Somewhat-Bullish,topic,Financial Markets,0.891286,,,
Bitwise makes first institutional DeFi allocation,https://cointelegraph.com/news/bitwise-makes-first-institutional-defi-allocation,20250306T163500,Onchain data from early March suggests Bitwise's allocation into Maple Finance's products topped $5 million.,Cointelegraph,0.340288,Somewhat-Bullish,ticker,,,COIN,0.114015,Neutral
Bitwise makes first institutional DeFi allocation,https://cointelegraph.com/news/bitwise-makes-first-institutional-defi-allocation,20250306T163500,Onchain data from early March suggests Bitwise's allocation into Maple Finance's products topped $5 million.,Cointelegraph,0.340288,Somewhat-Bullish,ticker,,,FOREX:USD,0.238904,Somewhat-Bullish
Bitwise makes first institutional DeFi allocation,https://cointelegraph.com/news/bitwise-makes-first-institutional-defi-allocation,20250306T163500,Onchain data from early March suggests Bitwise's allocation into Maple Finance's products topped $5 million.,Cointelegraph,0.340288,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.060654,Neutral
Bitwise makes first institutional DeFi allocation,https://cointelegraph.com/news/bitwise-makes-first-institutional-defi-allocation,20250306T163500,Onchain data from early March suggests Bitwise's allocation into Maple Finance's products topped $5 million.,Cointelegraph,0.340288,Somewhat-Bullish,ticker,,,CRYPTO:ETH,0.0,Neutral
Bitwise makes first institutional DeFi allocation,https://cointelegraph.com/news/bitwise-makes-first-institutional-defi-allocation,20250306T163500,Onchain data from early March suggests Bitwise's allocation into Maple Finance's products topped $5 million.,Cointelegraph,0.340288,Somewhat-Bullish,ticker,,,CRYPTO:AAVE,0.0,Neutral
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,topic,Finance,1.0,,,
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,topic,Blockchain,0.990678,,,
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,topic,Financial Markets,0.108179,,,
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,ticker,,,COIN,0.0,Neutral
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,ticker,,,FOREX:USD,0.14923,Neutral
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,ticker,,,CRYPTO:BTC,0.247592,Somewhat-Bullish
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,ticker,,,CRYPTO:TUSD,0.0705,Neutral
"Binance to Delist Tether and Other Stablecoins for EEA Users, Due to MiCA Regulations",https://decrypt.co/308449/binance-to-delist-tether-and-other-stablecoins-for-eea-users-due-to-mica-regulations,20250303T132028,"The news of Tether's delisting comes as the firm appoints a new CFO in a ""historic step"" towards a full financial audit.",Decrypt.co,0.085599,Neutral,ticker,,,CRYPTO:USDT,0.0705,Neutral
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,topic,Financial Markets,0.684621,,,
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,topic,Earnings,0.858979,,,
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,topic,Finance,1.0,,,
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,topic,Blockchain,0.999989,,,
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,ticker,,,COIN,0.26487,Somewhat-Bullish
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,ticker,,,FOREX:EUR,0.089138,Neutral
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,ticker,,,FOREX:USD,0.133479,Neutral
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.157697,Somewhat-Bullish
Coinbase Targets USDT Stablecoin Rival Tether With an $86 Billion 'Stretch Goal' for USDC,https://decrypt.co/306070/coinbase-targets-tether-86-billion-stretch-goal,20250216T154050,"Coinbase CEO Brian Armstrong said the firm aims to challenge Tether's position as the reigning stablecoin issuer by making USDC ""number one."" ...",Decrypt.co,0.207729,Somewhat-Bullish,ticker,,,CRYPTO:ETH,0.204104,Somewhat-Bullish
"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Digital Asset Investments, Report on How AI is Redefining Market Landscape - Technavio",https://www.benzinga.com/pressreleases/25/02/n43753805/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-digital-asset-i,20250215T033400,"NEW YORK, Feb. 14, 2025 /PRNewswire/ -- Report with market evolution powered by AI - The global cryptocurrency market size is estimated to grow by USD 39.75 billion from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of 16.7% during the forecast period.",Benzinga,0.220948,Somewhat-Bullish,topic,Life Sciences,0.25,,,
"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Digital Asset Investments, Report on How AI is Redefining Market Landscape - Technavio",https://www.benzinga.com/pressreleases/25/02/n43753805/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-digital-asset-i,20250215T033400,"NEW YORK, Feb. 14, 2025 /PRNewswire/ -- Report with market evolution powered by AI - The global cryptocurrency market size is estimated to grow by USD 39.75 billion from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of 16.7% during the forecast period.",Benzinga,0.220948,Somewhat-Bullish,topic,Retail & Wholesale,0.25,,,
"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Digital Asset Investments, Report on How AI is Redefining Market Landscape - Technavio",https://www.benzinga.com/pressreleases/25/02/n43753805/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-digital-asset-i,20250215T033400,"NEW YORK, Feb. 14, 2025 /PRNewswire/ -- Report with market evolution powered by AI - The global cryptocurrency market size is estimated to grow by USD 39.75 billion from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of 16.7% during the forecast period.",Benzinga,0.220948,Somewhat-Bullish,topic,Financial Markets,0.723405,,,
"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Digital Asset Investments, Report on How AI is Redefining Market Landscape - Technavio",https://www.benzinga.com/pressreleases/25/02/n43753805/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-digital-asset-i,20250215T033400,"NEW YORK, Feb. 14, 2025 /PRNewswire/ -- Report with market evolution powered by AI - The global cryptocurrency market size is estimated to grow by USD 39.75 billion from 2025-2029, according to Technavio. The market is estimated to grow at a CAGR of 16.7% during the forecast period.",Benzinga,0.220948,Somewhat-Bullish,topic,Real Estate & Construction,0.25,,,
